Language name,Alternate language names,Country,Region,Resource Title,Resource URL,"Resource type (please only choose from the dropdown list, don't type anything here!)",
!Ora,"Korana, Khoemana, Griqua, Xiri, Xri","South Africa, Namibia",Africa,Cultural Survival informational audio message,https://soundcloud.com/culturalsurvival/understanding-the-coronavirus-ora,Audio,
Acehnese,"بهسا اچيه, Bahsa Acèh",Indonesia,Southeast Asia,Symptoms & prevention poster,https://twitter.com/iloveaceh/status/1241012772483153920,Image/poster,
Achi',,Guatemala,Mexico-Central America-Caribbean,Cultural Survival informational audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-achi-academia-de-lenguas-mayas-de-guatemala,Audio,
Achi',,Guatemala,Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=mNWATmiqVX0&feature=youtu.be,Video,
Acholi,"Acoli, Lwo","Uganda, South Sudan",Africa,Fact sheet from Maine CDC,https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/documents/COVID-19-FS_Acholi_Final.pdf,Document,
Aḍiya,"Ravula, Adiyan, Yerava",India,South Asia,WHO myth busters information page,https://covid-no-mb.org/?page_id=1997,Web page,
Afrikaans,,South Africa,Africa,Medical terminology glossary from Oxford Languages,https://oxford.ly/OLC19Afrikaans,Document,
Afrikaans,,South Africa,Africa,Cultural Survival audio message,https://soundcloud.com/culturalsurvival/understanding-the-coronavirus_afrikaans,Audio,
Afrikaans,,South Africa,Africa,Prevention with facts video,https://www.youtube.com/watch?v=CuAfAQz48bE,Video,
Afrikaans,,South Africa,Africa,Prevention video,https://www.youtube.com/watch?v=j1gmFfFsYCM&feature=emb_logo,Video,
Aghem,"Wum, Yum",Cameroon,Africa,How to make hand sanitizer video,https://www.youtube.com/watch?v=6WqTkwVISkk,Video,
Aghem,"Wum, Yum",Cameroon,Africa,Information and prevention audio message from VirALLanguages,https://archive.org/download/virALLanguages_Aghem_V4,Audio,
Aghem,"Wum, Yum",Cameroon,Africa,Information video from VirALLanguages,https://www.youtube.com/watch?v=bfM5QjOd3yg,Video,
Aguaruna,Awajún,Peru,South America,Cultural Survival prevention audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-awajun-prevencion-y-cuidado,Audio,
Aguaruna,Awajún,Peru,South America,Prevention infographic,https://www.facebook.com/malcridas/photos/pcb.2820790881371416/2820786788038492/?type=3&theater,Image/poster,
Ahanta,Ayinda,Ghana,Africa,WHO 7 steps audio message,https://drive.google.com/file/d/1X33UbqQaLWl3gcJfrE99E9QmElFcZ12G/view?usp=sharing,Audio,
Ahom,Tai-Ahom,India,South Asia,"""Do the 5"" poster from Translation Commons",https://translationcommons.org/covid19multilingual/?uid=aho-000,Image/poster,
Ajumbu,Mbu',Cameroon,Africa,Information audio from VirALLanguages,https://archive.org/download/virallanguages_Ajumbu_V1,Audio,
Ajumbu,Mbu',Cameroon,Africa,Information video from VirALLanguages,https://archive.org/details/virallanguages_Ajumbu_V1,Video,
Akan,,"Ghana, Ivory Coast",Africa,Information video from VirALLanguages,https://www.youtube.com/watch?v=72TuCBKwxUg,Video,
Akan,,"Ghana, Ivory Coast",Africa,Translated prevention video from Ghanaian govt.,https://drive.google.com/file/d/1DgeJC5vq3rXJfxwiZOQfLxSkkvb_O0ck/view?usp=sharing,Video,
Akateko,Qanjobal,"Guatemala, Mexico",Mexico-Central America-Caribbean,Cultural Survival audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-akateko-academia-de-lenguas-mayas-de-guatemala,Audio,
Akateko,Qanjobal,"Guatemala, Mexico",Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_akateko.pdf,Document,
Akateko,Qanjobal,"Guatemala, Mexico",Mexico-Central America-Caribbean,Prevention video,https://vimeo.com/401138175,Video,
Akateko,Qanjobal,"Guatemala, Mexico",Mexico-Central America-Caribbean,Prevention video,https://www.youtube.com/watch?v=eT2ISW-Pbtc,Video,
Akateko,Qanjobal,"Guatemala, Mexico",Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=GbR6duEPEWs,Video,
Aklanon,Akeanon,Philippines,Southeast Asia,Kids' coloring book with prevention info from Philippine Science High School,http://www.publiscience.org/wp-content/uploads/2020/08/KaC-Akeanon.pdf,Document,
Aklanon,Akeanon,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1vmm9OJvbykSOFP6SEI7bB9F4n8IezmbS,Image/poster,
Aklanon,Akeanon,Philippines,Southeast Asia,WHO crowd-translated infographic (suggest revisions here),https://www.facebook.com/spvnya/posts/3144473102230476?hc_location=ufi,Image/poster,
Albanian,shqip,Albania,Europe,"""About COVID-19"" from COVID-19 Health Literacy Project",https://drive.google.com/file/d/1jaPQHR4LlYFtkzhHpStoF0wrOk9bFZv-/view,Document,
Albanian,shqip,Albania,Europe,"""What to do if you're sick"" from COVID-19 Health Literacy Project",https://drive.google.com/file/d/1dPodj_xNhrjxNuLI8lhmNrjPXw3Eboc7/view,Document,
Albanian,shqip,Albania,Europe,"""COVID-19 for 3-6 year-olds"" from COVID-19 Health Literacy Project",https://drive.google.com/file/d/1YIl_d_-dQPOMiCHtxwdFgJY6tTnMHzVu/view,Document,
Albanian,shqip,Albania,Europe,"""COVID-19 for 3-6 year-olds"" from COVID-19 Health Literacy Project",https://drive.google.com/file/d/1YIl_d_-dQPOMiCHtxwdFgJY6tTnMHzVu/view,Document,
Albanian,shqip,Albania,Europe,"""COVID-19 for 13-18 year-olds"" from COVID-19 Health Literacy Project",https://drive.google.com/file/d/1t2C8C7OpuvV_Aa7yJHtLFmQjKXAJuHSe/view,Document,
Albanian,shqip,Albania,Europe,"""COVID-19 and pregnancy"" from COVID-19 Health Literacy Project",https://drive.google.com/file/d/1XwIDJ_paKU9ZJ02Duj3DN-tR_vYwx56J/view,Document,
Albanian,shqip,Albania,Europe,"""Prevent the spread"" document from COVID-19 Health Literacy Project",https://drive.google.com/file/d/1HjYNGz_AB5Cp44JqINuE1PFdL11bOff7/view,Document,
Albanian,shqip,Albania,Europe,APHA fact sheet,https://wnycosh.org/app/uploads/2020/03/COVID-19-Fact-Sheet-APHA-Albanian.pdf,Document,
Albanian,shqip,Albania,Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Albanian-Covid19-Guidance.pdf,Document,
Albanian,shqip,Albania,Europe,CDC Stop the Spread poster,https://wnycosh.org/app/uploads/2020/03/Albanian-CDC-Stop-the-Spread-of-Germs-COVID19.pdf,Image/poster,
Albanian,shqip,Albania,Europe,SBS Australia information page,https://www.sbs.com.au/language/albanian/coronavirus-updates,Web page,
Albanian,shqip,Albania,Europe,USAHello information page,https://usahello.org/sq/coronavirus-information/,Web page,
Algerian Spoken Arabic,دزيرية,Algeria,Africa,"""Do the 5"" poster from Translation Commons",https://translationcommons.org/covid19multilingual/?uid=arq-001,Image/poster,
Alyawarr,"Alyawarre,  Iliaura",Australia,Australia,About coronavirus (COVID-19),https://coronavirus.nt.gov.au/__data/assets/audio_file/0005/806495/corona-virus-alyawarr.mp3,Audio,
Alyawarr,"Alyawarre,  Iliaura",Australia,Australia,Wash your hands,https://coronavirus.nt.gov.au/__data/assets/audio_file/0007/811285/Alyawarr-washing-your-hands.mp3,Audio,
Alyawarr,"Alyawarre,  Iliaura",Australia,Australia,Wash your hands,https://www.youtube.com/watch?v=Paz7Btaxffo&feature=youtu.be,Video,
Alyawarr,"Alyawarre,  Iliaura",Australia,Australia,Vaccination information in Alyawarr,https://coronavirus.nt.gov.au/__data/assets/audio_file/0005/985415/alyawarr-vaccine-rollout.mp3,Audio,
Alyawarr,"Alyawarre,  Iliaura",Australia,Australia,Information video from Northern Land Council,https://www.youtube.com/watch?v=F_zaPXDSJjI,Video,
Amazigh,"Tamazight, Tamaziɣt, ⵜⴰⵎⴰⵣⵉⵖⵜ, ⵜⵎⵣⵗⵜ","Morocco, Tunisia, Libya, Mali, Niger",Africa,Cultural Survival information audio message,https://soundcloud.com/culturalsurvival/understanding-the-coranvirus_amazigh,Audio,
American Sign Language,ASL,US,North America,"""Can COVID-19 Be Passed From a Pregnant Woman to the Fetus or Newborn?"" video from CDC",https://youtu.be/NHyVzCoXTEg,Video,
American Sign Language,ASL,US,North America,"""What Is the Risk to Pregnant Women of Getting COVID-19?"" video from CDC",https://youtu.be/s1X6_qP3lPU,Video,
American Sign Language,ASL,US,North America,"""What Older Adults Need to Know About COVID-19"" video from CDC",https://youtu.be/KEuEl682DUE,Video,
American Sign Language,ASL,US,North America,"""What Is My Risk for COVID-19"" video from CDC",https://youtu.be/EYfm0fNz7TQ,Video,
American Sign Language,ASL,US,North America,"""Use of Cloth Face Coverings to Help Slow the Spread of COVID-19"" video from CDC",https://youtu.be/t9cnxxsEKpk,Video,
American Sign Language,ASL,US,North America,"""COVID-19: Are You at Higher Risk for Severe Illness?"" video from CDC",https://youtu.be/AE9-8HVKNpA,Video,
American Sign Language,ASL,US,North America,"""What You Need to Know About Handwashing"" video from CDC",https://youtu.be/J6XaDkMD2NM,Video,
American Sign Language,ASL,US,North America,"""Social Distancing"" video from CDC",https://youtu.be/3KFHhEta68o,Video,
American Sign Language,ASL,US,North America,"""COVID-19 Do Your Part to Slow the Spread"" video from CDC",https://youtu.be/Lmu2ItNDyPA,Video,
American Sign Language,ASL,US,North America,"""Caring for Someone at Home Who May Have COVID-19"" video from CDC",https://youtu.be/o2faJKVCJT8,Video,
American Sign Language,ASL,US,North America,"""10 Things You Can do to Manage COVID-19 at Home"" video from CDC",https://youtu.be/6zDpHJdwBvw,Video,
American Sign Language,ASL,US,North America,"""COVID-19 Prevention Tips in ASL"" video from CDC",https://youtu.be/wkaMC2Fipgg,Video,
American Sign Language,ASL,US,North America,"""Use the Coronavirus Self Checker to Help Decide When to Call a Doctor"" video from CDC",https://youtu.be/gp4BgQqOTvM,Video,
American Sign Language,ASL,US,North America,"""When to Get Medical Care for COVID-19"" video from CDC",https://youtu.be/EUCY1Yc816Y,Video,
American Sign Language,ASL,US,North America,"""Managing Stress and Anxiety"" video from CDC",https://youtu.be/zvxT3gBp3Yk,Video,
American Sign Language,ASL,US,North America,"""Symptoms of Coronavirus 2019"" video from CDC",https://youtu.be/IN_GVlbyC4Y,Video,
American Sign Language,ASL,US,North America,"""How Does COVID-19 Spread?"" video from CDC",https://youtu.be/m4gborCUztk,Video,
American Sign Language,ASL,US,North America,"""Answers to Questions From Children About COVID-19"" video from CDC",https://youtu.be/RuVnoVcCd7I,Video,
American Sign Language,ASL,US,North America,"""Parents Supporting Children"" video from CDC",https://youtu.be/jOq-8S_k7to,Video,
American Sign Language,ASL,US,North America,"""Tips to Keep Children Healthy While School Is Out"" video from CDC",https://youtu.be/I7UgRa38sBM,Video,
American Sign Language,ASL,US,North America,CDC prevention tips,https://www.youtube.com/watch?time_continue=1&v=CkbqWxtLe3E&feature=emb_logo,Video,
American Sign Language,ASL,US,North America,Denver informational video,https://www.youtube.com/watch?v=1HckmlFiPAI&feature=emb_logo,Video,
American Sign Language,ASL,US,North America,CDC symptoms video,https://www.youtube.com/watch?v=IN_GVlbyC4Y,Video,
American Sign Language,ASL,US,North America,British Columbia PHSA informational videos,https://www.youtube.com/watch?v=lfAIvrSZg8c&list=PLcE0nANeV5MqeYI-gxcGOFLnIM8s2YV1h,Video,
American Sign Language,ASL,US,North America,National Association of the Deaf,https://www.nad.org/2020/03/12/coronavirus/,Web page,
Amharic,አማርኛ,Ethiopia,Africa,"Washington, DC symptoms poster",https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/COVID19_Symptoms_Amharic.pdf,Document,
Amharic,አማርኛ,Ethiopia,Africa,"Washington, DC high risk/senior guidance",https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/publication/attachments/High Risk Senior Guidance_Facebook AMHARIC.pdf,Document,
Amharic,አማርኛ,Ethiopia,Africa,"Washington, DC how to take your oral temperature",https://coronavirus.dc.gov/sites/default/files/u65602/How to take your Oral Temperature_Amharic_3102020_r1.pdf,Document,
Amharic,አማርኛ,Ethiopia,Africa,King County (WA) fact sheet,https://welcoming.seattle.gov/covid-19/?utm_source=WASCLA+Members&utm_campaign=f9ef53ee9b-EMAIL_CAMPAIGN_2020_03_04_10_45&utm_medium=email&utm_term=0_ec7c02e82f-f9ef53ee9b-47852315&mc_cid=f9ef53ee9b&mc_eid=6e5511a48a,Document,
Amharic,አማርኛ,Ethiopia,Africa,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Amharic-Covid19-Guidance.pdf,Document,
Amharic,አማርኛ,Ethiopia,Africa,MN Dept of Health overview poster,https://www.health.state.mn.us/diseases/coronavirus/materials/basicsamharic.pdf,Document,
Amharic,አማርኛ,Ethiopia,Africa,"Washington, DC social distance graphic",https://octo.dc.gov/sites/default/files/dc/sites/coronavirus/Social-Distancing-AMHARIC.png,Image/poster,
Amharic,አማርኛ,Ethiopia,Africa,Hesperian prevention and information page,https://am.hesperian.org/hhg/%E1%8A%AE%E1%88%AE%E1%8A%93%E1%89%AB%E1%8B%AD%E1%88%A8%E1%88%B5,Web page,
Amharic,አማርኛ,Ethiopia,Africa,Multnomah County (OR) FAQ,https://multco.us/novel-coronavirus-covid-19/amharic-covid-19,Web page,
Amharic,አማርኛ,Ethiopia,Africa,USAHello information page,https://usahello.org/am/coronavirus-information/,Web page,
Amharic,አማርኛ,Ethiopia,Africa,SBS Australia information page,https://www.sbs.com.au/language/amharic/coronavirus-updates,Web page,
Amis,Pangcah,Taiwan,East Asia,Informational fact sheets,https://www.facebook.com/photo.php?fbid=10218843055180152&set=g.1464520797150719&type=1&theater&ifg=1,Document,
Amis,Pangcah,Taiwan,East Asia,Informational video,https://www.facebook.com/sifo.chung/videos/10218867711476544/,Video,
Amuzgo,Ñomndaa,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_amuzgo.pdf,Document,
Angami,"Tenyidie, Gnamei, Ngami, Tsoghami, Tsugumi, Monr, Tsanglo",India,South Asia,WHO myth busters information video,https://youtu.be/oFKmh1ZWQG8,Video,
Angami,"Tenyidie, Gnamei, Ngami, Tsoghami, Tsugumi, Monr, Tsanglo",India,South Asia,WHO myth busters information page,https://covid-no-mb.org/?page_id=905,Web page,
Angika,"अंगिका, Chhika-Chhiki","India, Nepal",South Asia,WHO myth busters information page,https://covid-no-mb.org/?page_id=1705,Web page,
Anindiliyakwa,Amamalya Ayakwa,Australia,Australia,Translated resources from the Australian Government,https://www.health.gov.au/resources/translated?f%5B0%5D=field_language%3A2972,Web page,
Anindiliyakwa,Amamalya Ayakwa,Australia,Australia,Anindilyakwa Safe,https://www.anindilyakwasafe.net/d/,Web page,
Anindiliyakwa,Amamalya Ayakwa,Australia,Australia,Wash your hands,https://coronavirus.nt.gov.au/__data/assets/audio_file/0008/811286/Anindiliyakwa-wash-your-hands.mp3,Audio,
Anindiliyakwa,Amamalya Ayakwa,Australia,Australia,Vaccination information in Anindiliyakwa,https://coronavirus.nt.gov.au/__data/assets/audio_file/0004/979609/COVID19-vaccine-rollout-anindiliyakwa.mp3,Audio,
Anindiliyakwa,Amamalya Ayakwa,Australia,Australia,Northern Territories government audio message,https://securent.nt.gov.au/__data/assets/audio_file/0018/800136/corona-virus-anindiliyakwa.mp3,Audio,
Anindiliyakwa,Amamalya Ayakwa,Australia,Australia,Government of Australia prevention advice audio,https://www.anindilyakwasafe.net/d/node/127?fbclid=IwAR1P50xsWBXhhtMHGeXdZwklm4eTdw0zkFYjH5mbOC0BTekDz0F9Pp0lTDI,Audio,
Anmatjere,"Anmatyerre, Anmatyerr, Anmatjirra, or Amatjere",Australia,Australia,Wash your hands,https://www.youtube.com/watch?v=7Z9qGd62K7s&feature=youtu.be,Video,
Anmatjere,"Anmatyerre, Anmatyerr, Anmatjirra, or Amatjere",Australia,Australia,Vaccination information in Anmatjere,https://coronavirus.nt.gov.au/__data/assets/audio_file/0008/980558/COVID19-vaccine-rollout-anmatyerr.mp3,Audio,
Anmatyerr,"Anmatyerre, Anmatyerr, Anmatjirra, or Amatjere",Australia,Australia,Northern Territories government audio message,https://securent.nt.gov.au/__data/assets/audio_file/0019/800137/corona-virus-anmatyerr.mp3,Audio,
Anmatyerr,"Anmatyerre, Anmatyerr, Anmatjirra, or Amatjere",Australia,Australia,Information video from Northern Land Council,https://www.youtube.com/watch?v=51uJykbvVSY,Video,
Arabic,العربية,Arabic (العربية):,Near East,Refugee Development Center audio message,https://refugeedevelopmentcenter.org/coronavirus-announcements-arabic/,Audio,
Arabic,العربية,Arabic (العربية):,Near East,Louisville Public Health fact sheet,https://drive.google.com/open?id=1nRUhh2o4Y2hOwbVyFOItCUINHtDTa1jT,Document,
Arabic,العربية,Arabic (العربية):,Near East,King County (WA) fact sheet,https://welcoming.seattle.gov/covid-19/?utm_source=WASCLA+Members&utm_campaign=f9ef53ee9b-EMAIL_CAMPAIGN_2020_03_04_10_45&utm_medium=email&utm_term=0_ec7c02e82f-f9ef53ee9b-47852315&mc_cid=f9ef53ee9b&mc_eid=6e5511a48a,Document,
Arabic,العربية,Arabic (العربية):,Near East,MN Dept of Health overview poster,https://www.health.state.mn.us/diseases/coronavirus/materials/basicsarabic.pdf,Document,
Arabic,العربية,Arabic (العربية):,Near East,NYC Health fact sheet,https://www1.nyc.gov/assets/doh/downloads/pdf/imm/coronavirus-factsheet-ar.pdf,Document,
Arabic,العربية,Arabic (العربية):,Near East,Information video,https://www.youtube.com/watch?v=PRaakn6-lnM,Video,
Arabic,العربية,Arabic (العربية):,Near East,Refugee Response info video,https://www.youtube.com/watch?v=xobF3Hv1tIg&list=PLOZioxrIwCv3XMucYU8AmVRC7R7vLnYEJ&index=4,Video,
Arabic,العربية,Arabic (العربية):,Near East,Information and prevention video,https://youtu.be/EF8SSH84n3Q,Video,
Arabic,العربية,Arabic (العربية):,Near East,Hesperian prevention and information page,https://ar.hesperian.org/hhg/%D8%A7%D9%84%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D8%A7%D9%84%D8%AA%D8%A7%D8%AC%D9%8A,Web page,
Arabic,العربية,Arabic (العربية):,Near East,Multnomah County (OR) info page (with video),https://multco.us/novel-coronavirus-covid-19/covid-19-information-arabic,Web page,
Arabic,العربية,,Near East,SBS Australia information page,https://www.sbs.com.au/language/arabic/coronavirus-updates,Web page,
Aragonés,Aragonese,Spain,Europe,WHO myth busters information page,https://covid-no-mb.org/?page_id=1185,Web page,
Argentinian Sign Language,Lengua de SeÑas Argentina - LSA,Argentina,South America,Information video,https://youtu.be/BiaFnG-b55Y,Video,
Arhuaco,"Ikʉ, Arhuaca",Colombia,South America,Cultural Survival information audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-arhuaco-organizacion-indigena-de-colombia-onic,Audio,
Arhuaco,"Ikʉ, Arhuaca",Colombia,South America,Mincultura audio message,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/Audio Lengua Iku o Arhuaca end.mp3,Audio,
Arhuaco,"Ikʉ, Arhuaca",Colombia,South America,Mincultura information sheet,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/Traducci%c3%b3n Lengua Tikuna.pdf,Document,
Armenian,հայերեն,Armenia,Europe,"""Արգիլել COVID-19-ի տարածումը/Prevent the spread of COVID-19"" document from COVID-19 Health Literacy Project",https://drive.google.com/file/d/1WUBn1ubrfkntb65XfNcjPrKTu1q7IqgF/view,Document,
Armenian,հայերեն,Armenia,Europe,"""COVID-19 եւ հղիություն/COVID-19 and pregnancy"" document from COVID-19 Health Literacy Project",https://drive.google.com/file/d/1eZqe_qQLFD-wGW_Voie5K-xGrw2XOGrB/view,Document,
Armenian,հայերեն,Armenia,Europe,"""հուշումները COVID-19-ի դեմ պայքարելու 7/The seven tips to combat COVID-19 that everyone should be talking about"" document for teenagers, from COVID-19 Health Literacy Project",https://drive.google.com/file/d/1qMhWerk69Nx_P3GVueX3Dwk01AnYvuFn/view,Document,
Armenian,հայերեն,Armenia,Europe,"""Ի՞նչ ընել, եթե հիվանդ եք COVID-19-ով, կամ կը կասկածիք որ վարակված ե/What to do if you are sick with COVID-19 or suspect you are infected"" document from COVID-19 Health Literacy Project",https://drive.google.com/file/d/15R3Jl9_WuKmCSQD7oSr9M-n0HB9utzR9/view,Document,
Armenian,հայերեն,Armenia,Europe,"""Քորոնա-վիրուս հիվանդության 2019-ի (COVID-19) եւ ձեր մասին/About COVID-19"" document from COVID-19 Health Literacy Project",https://drive.google.com/file/d/1EMfSy8GFo4deUv8Dr_4MsVI23W-8M9BE/view,Document,
Armenian,հայերեն,Armenia,Europe,"""COVID-19 3-6 տարեկան երեխաներու համար/What is coronavirus?"" document for children age 3-6, from COVID-19 Health Literacy Project",https://drive.google.com/file/d/1K0hwzVoYBvqy0MWgPcWRchDc1CamYN4b/view,Document,
Armenian,հայերեն,Armenia,Europe,"""COVID-19 6-12 տարեկան երեխաներու համար/COVID-19 for 6-12 Year Olds"" document from COVID-19 Health Literacy Project",https://drive.google.com/file/d/1QYetRrJOdvQV86ynAz7Kqf3Xo-Iw5Fgb/view,Document,
Armenian,հայերեն,Armenia,Europe,LA County fact sheet,http://www.publichealth.lacounty.gov/media/Coronavirus/CoronavirusInfographicArmenian.pdf,Document,
Armenian,հայերեն,Armenia,Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Armenian-Covid19-Guidance.pdf,Document,
Armenian,հայերեն,Armenia,Europe,SBS Australia information page,https://www.sbs.com.au/language/armenian/coronavirus-updates,Web page,
Armenian,հայերեն,Armenia,Europe,Armenian government info site,https://hivand.am/,Web page,
Armenian,հայերեն,Armenia,Europe,USAHello information page,https://usahello.org/hy/coronavirus-information/,Web page,
Arrente,"Aranda, Upper Arrernte (Upper Aranda), Arunta, Arrarnta",Australia,Australia,Wash your hands,https://www.youtube.com/watch?v=0T30r9VGpeA&feature=youtu.be,Video,
Arrernte,"Aranda, Upper Arrernte (Upper Aranda), Arunta, Arrarnta",Australia,Australia,About coronavirus (COVID-19),https://coronavirus.nt.gov.au/__data/assets/audio_file/0011/806492/corona-virus-arrente.mp3,Audio,
Arrernte,"Aranda, Upper Arrernte (Upper Aranda), Arunta, Arrarnta",Australia,Australia,Wash your hands,https://coronavirus.nt.gov.au/__data/assets/audio_file/0010/811288/EC-Arrente-washing-your-hands.mp3,Audio,
Ashaninka,,Brazil,South America,Cultural Survival community food security audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-ashaninka-alimentacion-en-la-comunidad,Audio,
Ashaninka,,Brazil,South America,Prevention infographic,https://www.facebook.com/malcridas/photos/pcb.2820790881371416/2820786631371841/?type=3&theater,Image/poster,
Ashaninka,,Brazil,South America,Informational video from TV Peru,https://www.facebook.com/2016257638494837/videos/1128521470816603/?fref=mentions&__xts__%5B0%5D=68.ARBhmc3cH5i__HK36pfauWZTl5Nc0Mazn2eCb22wvUQwzMDz1wzuGCvbCu5Et904Afyv56rLpnRRZyzeYlZHqDJCjNjz9h5Zqsz-MYfJXb-iYxnbwNg9m0x0iKQjYHJiiiGpD-XbaCxSwqVEYoPgYPw2YW9xAAFYGVed6xOaTiRNx2gF0xM6ur5imVMWHM8kNUc8lAuLflvxhlMDJ36jmVdDMMLVT3NWqpWeDGBzf-mYulLkhYemIBWSA1byuWzNR_ekaJ0O1te1biPPDHUtFLk98TgNTKUX53zeZaxrTomss8pePdpza0FNbgtjgt5gJsjfLhhLQ7w&__tn__=K-R,Video,
Assamese,"অসমীয়া, Asamiya","India, Nepal",South Asia,Prevention & info video based on WHO guidelines,https://www.youtube.com/watch?v=jcHlzfl6XHE,Video,
Assamese,"অসমীয়া, Asamiya","India, Nepal",South Asia,WHO myth busters information page,https://covid-no-mb.org/?page_id=491,Web page,
Assyrian,"Assyrian Neo-Aramaic, Sūreṯ, ܣܘܪܝܬ, Syriac, ܠܫܢܐ ܐܬܘܪܝܐ , ܠܫܢܐ ܐܫܘܪܝܐ",,,SBS Australia information page,https://www.sbs.com.au/language/assyrian/coronavirus-updates,Web page,
Asturiano,"Asturleonés, Asturian, asturianu",Spain,Europe,WHO myth busters information page,https://covid-no-mb.org/?page_id=1449,Web page,
Atikamekw,Atikamekw Nehiromowin,Canada,North America,Informations pour les allophones (COVID-19),https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/informations-allophones-covid-19#c626033,Web page,
Awakateka,Awakateko,Guatemala,Mexico-Central America-Caribbean,Informational audio message,https://drive.google.com/open?id=1-guWSXquCQGr24uxCkxHmjWDCH0NguTW,Audio,
Awakateka,Awakateko,Guatemala,Mexico-Central America-Caribbean,Cultural Survival audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-awakateko-academia-de-lenguas-mayas-de-guatemala,Audio,
Awakateka,Awakateko,Guatemala,Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=BR-VmtuYrGg&feature=youtu.be,Video,
Ayapaneco,Numte oote,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_ayapaneco.pdf,Document,
Aymara,,"Bolivia, Chile, Peru",South America,Cultural Survival informational audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-aymara-peru,Audio,
Aymara,,"Bolivia, Chile, Peru",South America,Prevention infographic,https://www.facebook.com/malcridas/photos/pcb.2820790881371416/2820786458038525/?type=3&theater,Image/poster,
Aymara,,"Bolivia, Chile, Peru",South America,Prevention video,https://l.facebook.com/l.php?u=https%3A%2F%2Fyoutu.be%2F8pP9MI10hgE%3Ffbclid%3DIwAR1A1n6qUAgFo-zOEppSWuUkzzZG0sbmf82uhnKrHvIpQiEvgzCqkwvcfO8&h=AT2kh_YscOWhrCpmszCYWNPAy7q_2YHMh4Bw7__2IS4GeP5x_dMQ_FMT8G0kkgUh81hz6KQFPouRgxteSGaQvcmpS7rTvVJaE7KlIC3DF-6IDhiZt-2Rmbhu35kwmyRTX2yRcmgx4D21Y8m8,Video,
Azerbaijani,"Azeri, Azərbaycan dili, آذربایجان دیلی, Азәрбајҹан дили",Azerbaijan,Near East,CDC fact sheet,https://cdn.branchcms.com/DZAwJB3wVW-1030/images/COVID-19/2020-03-17-share-facts-h_Azerbaijani.jpg,Image/poster,
Babanki,,Cameroon,Africa,Prevention audio from VirALLanguages,https://archive.org/download/vl-babanki-audio-1-v-1-ok/VL_Babanki_audio2_V1OK.ogg,Audio,
Babanki,,Cameroon,Africa,Information audio from VirALLanguages,https://archive.org/download/vl-babanki-audio-1-v-1-ok/VL_Babanki_audio1_V1OK.ogg,Audio,
Babanki,,Cameroon,Africa,Prevention and information video from VirALLanguages,https://www.youtube.com/watch?v=e2XxEuXTDL0,Video,
Bafut,"Fut, Bufe",Cameroon,Africa,Information audio from VirALLanguages,https://archive.org/download/virallanguages_Bafut_V2/VL_Bafut_audio_OK.mp3,Audio,
Bafut,"Fut, Bufe",Cameroon,Africa,Information video from VirALLanguages,https://www.youtube.com/watch?v=iOA0uDeODU4,Video,
Bahing,Baying,Nepal,South Asia,"""Do the 5"" poster from Translation Commons",https://translationcommons.org/covid19multilingual/?uid=bhj-000,Image/poster,
Bainounk Gubëher,,Senegal,Africa,LILIEMA cover your cough multilingual poster,https://drive.google.com/open?id=14qHsrSPbN78SmlPnEZwSWtetAIPXF0lY,Image/poster,
Bainounk Gubëher,,Senegal,Africa,LILIEMA stay at home multilingual poster,https://drive.google.com/open?id=18vEtb52I6vLKfvGVuZBZjpT08mNn3EAg,Image/poster,
